ID,Título,Dirección,Código Postal,Localidad,Descripción,Accesibilidad,Servicios,Teléfonos,Emails,URLs,Horarios,Transportes
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3429-parroquia-asuncion-nuestra-senora-calle-gabriel-galan.json,Parroquia Asunción de Nuestra Señora. Calle Gabriel y Galán,CALLE GABRIEL Y GALAN 17,28002,MADRID,"  Metro: Alfonso XIII (Línea 4), Avenida de la Paz (línea 4).  Bus: 120, 43, 40, 72, 73, 9.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3430-parroquia-asuncion-nuestra-senora-calle-perez-victoria.json,Parroquia Asunción de Nuestra Señora. Calle Pérez de Victoria,CALLE PEREZ DE VICTORIA 9,28023,MADRID,  Bus: 160.  Aparcamiento: Corona Boreal (6) plaza Corona Boreal y calle Marqués Camarines.,3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3437-parroquia-bautismo-senor.json,Parroquia Bautismo del Señor,CALLE GAVILANES 11,28035,MADRID,  Bus: 82.,3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3591-parroquia-beata-maria-ana-jesus.json,Parroquia Beata María Ana de Jesús,CALLE GUILLERMO DE OSMA 10,28045,MADRID,"  Metro: Legazpi (líneas 3 y 6).  Bus: 62, 148, 18, 6, 78, 76, 19, 247, 45, 47, 59, 8, 85, 86.  Bicimad: Estación 165 (paseo de la Chopera, 14), 266 (paseo de la Chopera, 53), 175 (calle Jaime el Conquistador, 30), 267 (paseo de la Chopera, 33), 176 (calle Alicante, 3), 177 (calle Bolívar, 3), 164 (paseo de las Delicias, 94).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/45867-parroquia-beata-maria-ana-mogas.json,Parroquia Beata María Ana Mogas,CALLE BELLA ALTISIDORA 6,28034,MADRID,"  Metro: Tres Olivos (línea 10).  Bus: 137, 66.",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3449-parroquia-buen-pastor.json,Parroquia Buen Pastor,AVENIDA PARQUE DE PALOMERAS BAJAS 22,28018,MADRID,"  Bus: 136, 102, 103, 310, T31, 10.  Cercanías Renfe: El Pozo (líneas C2, C7 y Regional).  Bicimad: Estación 419 (calle Puerto de Balbarán, 10).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/60184-parroquia-castrense-santa-maria-dehesa.json,Parroquia Castrense Santa María de la Dehesa,AVENIDA ARQUEROS 19,28024,MADRID,  Metro: Cuatro Vientos (línea 10).  Bus: 139.  Cercanías Renfe: Cuatro Vientos (línea C5).,3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3465-parroquia-concepcion-nuestra-senora.json,Parroquia Concepción de Nuestra Señora,CALLE GOYA 26,28001,MADRID,"  Bus: 21, 53, 1, 19, 51, 74, 9, 29, 52.  Metro: Velázquez (línea 4), Príncipe de Vergara (líneas 2 y 9).  Bicimad: Estación 90 (calle Goya, 18).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3478-parroquia-cristo-paz.json,Parroquia Cristo de la Paz,CALLE PORTALEGRE 8,28019,MADRID,"  Metro: Opañel (línea 6), Urgel (línea 5).  Bus: 118.  Bicimad: Estación 356 (calle Portalegre, 7).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3479-parroquia-cristo-resucitado.json,Parroquia Cristo Resucitado,CALLE CEBREROS 56,28011,MADRID,"  Metro: Lucero (línea 6).  Bus: 138.  Bicimad: Estación 324 (calle de las Higueras, 49), 327 (calle El Greco, 27), 328 (calle Cebreros, 97).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/3481-parroquia-cristo-rey-usera.json,Parroquia Cristo Rey de Usera,CALLE AMOR HERMOSO 15,28026,MADRID,"  Metro: Usera (línea 6).  Bus: 247, 47.  Bicimad: Estación 384 (calle Amparo Usera, 46), 389 (calle Julio Merino, 5), 213 (calle Antonio López, 129).",3,N/A,,,,,
https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/189085-parroquia-cristo-sacerdote.json,Parroquia Cristo Sacerdote,CALLE LOPEZ DE ARANDA 52,28027,MADRID,"  Metro: Suanzes (línea 5).  Bus: 146, 114.",3,N/A,,,,,
